glad,contento,kontan,froh,content,مسرور,기쁜,радостный
glance,mirada,ti koutje sou,Blick,coup d'oeil,يلمح,섬광,взглянуть мельком
glass,vaso,vè,Glas,verre,زجاج,유리,стекло
global,global,mondyal,global,mondial,عالمي,글로벌,Глобальный
glove,guante,gan,Handschuh,gant,قفاز,장갑,перчатка
go,ir,ale,gehen,aller,يذهب,가다,идти
goal,meta,objektif,Ziel,but,هدف,목표,цель
God,Dios,Bondye,Gott,Dieu,إله,하나님,Бог
gold,oro,lò,Gold,or,ذهب,금,золото
golden,dorado,an lò,golden,doré,ذهبي,황금의,золотой
golf,golf,gòlf,Golf,le golf,جولف,골프,гольф
good,bien,bon,Gut,bien,جيد,좋은,хороший
government,gobierno,gouvènman an,Regierung,gouvernement,حكومة,정부,правительство
governor,gobernador,gouvènè,Gouverneur,gouverneur,محافظ حاكم,지사,губернатор
grab,agarrar,pwan,greifen,saisir,يمسك,붙잡다,схватить
grade,calificación,klas,Grad,grade,درجة,등급,оценка
gradually,gradualmente,piti piti,schrittweise,progressivement,تدريجياً,서서히,постепенно
graduate,graduado,gradye,Absolvent,diplômé,متخرج,졸업하다,выпускник
grain,grano,grenn,Getreide,grain,قمح,곡물,зерно
grand,grandioso,gran,großartig,grandiose,كبير,멋진,грандиозный
grandfather,abuelo,granpapa,Großvater,grand-père,جد,할아버지,Дед
grandmother,abuela,grann,Oma,grand-mère,جدة,할머니,бабушка
grant,conceder,sibvansyon,gewähren,accorder,منحة,승인하다,предоставить
grass,césped,zèb,Gras,herbe,عشب,잔디,трава
grave,tumba,kavo,Grab,tombe,خطير,무덤,могила
gray,gris,gri,grau,gris,رمادي,회색,серый
great,excelente,gwo,Großartig,super,عظيم,엄청난,большой
greatest,mayor,pi gran,größte,le plus grand,أعظم,가장 큰,величайший
green,verde,vèt,Grün,vert,أخضر,녹색,зеленый
grocery,tienda de comestibles,makèt,Lebensmittelgeschäft,épicerie,خضروات,식료품점,бакалея
ground,suelo,tè,Boden,sol,أرضي,지면,земля
group,grupo,gwoup,Gruppe,groupe,مجموعة,그룹,группа
grow,crecer,grandi,wachsen,grandir,ينمو,자라다,расти
growing,creciente,ap grandi,wachsend,croissance,تزايد,성장하는,растет
growth,crecimiento,kwasans,Wachstum,croissance,نمو,성장,рост
guarantee,garantizar,garanti,Garantie,garantie,يضمن,보장하다,гарантия
guard,guardia,gad,bewachen,garde,يحمي,경비원,сторожить
guess,adivinar,devine,erraten,deviner,يخمن,추측하다,предполагать
guest,invitado,envite,Gast,invité,ضيف,손님,гость
guide,guía,gid,Führung,guide,مرشد,가이드,гид
guideline,guía,gid,Richtlinie,ligne directrice,المبدأ التوجيهي,지침,ориентир
guilty,culpable,koupab,schuldig,coupable,مذنب,죄책감이 드는,виновный
gun,pistola,zam,Pistole,pistolet,بندقية,총,пистолет
guy,chico,nèg,Kerl,gars,رجل,남자,парень
habit,hábito,abitid,Gewohnheit,habitude,عادة,습관,привычка
habitat,hábitat,abita,Lebensraum,habitat,موطن,서식지,естественная среда
hair,cabello,cheve,Haar,cheveux,شعر,머리카락,волосы
half,medio,mwatye,Hälfte,moitié,نصف,반,половина
hall,sala,sal,Saal,salle,قاعة,홀,зал
hand,mano,men,Hand,main,يُسلِّم,손,рука
handful,puñado,ti ponyen,Hand voll,poignée,حفنة,줌,горстка
handle,manejar,manch,handhaben,poignée,مقبض,핸들,ручка
hang,colgar,pann,aufhängen,accrocher,يشنق,걸다,вешать
happen,suceder,rive,passieren,arriver,يحدث,일어나다,случаться
happy,feliz,kontan,Glücklich,heureux,سعيد,행복하다,счастливый
hard,duro,difisil,hart,dur,صعب,딱딱한,жесткий
hardly,difícilmente,diman,kaum,à peine,بالكاد,거의 ~ 아니다,едва ли
hat,sombrero,chapo,Hut,chapeau,قبعة,모자,шапка
hate,odiar,rayi,hassen,détester,يكره,싫어하다,ненавидеть
have,tener,genyen,haben,avoir,يملك,가지다,иметь
he,él,li,Er,il,هو,그,он
head,cabeza,tèt,Kopf,tête,رأس,머리,голова
headline,titular,tit,Überschrift,gros titre,العنوان,표제,Заголовок
headquarters,sede,katye jeneral,Hauptquartier,quartier général,مقر,본부,главное управление
health,salud,sante,Gesundheit,santé,صحة,건강,здоровье
healthy,saludable,an sante,gesund,en bonne santé,صحيح,건강한,здоровый
hear,escuchar,tande,hören,entendre,يسمع,듣다,слышать
hearing,audiencia,tande,Hören,audience,سمع,듣기,слушание
heart,corazón,kè,Herz,cœur,قلب,마음,сердце
heat,calor,chalè,Hitze,chaleur,حرارة,열,нагревать
heaven,cielo,syèl la,Himmel,paradis,سماء,천국,небеса
heavily,fuertemente,lou,schwer,fortement,بشدة,무겁게,тяжело
heavy,pesado,lou,schwer,lourd,ثقيل,무거운,тяжелый
heel,tacón,talon pye,Hacke,talon,كعب,힐,каблук
height,altura,wotè,Höhe,hauteur,ارتفاع,키,высота
helicopter,helicóptero,elikoptè,Hubschrauber,hélicoptère,هليكوبتر,헬리콥터,вертолет
hell,infierno,lanfè,Hölle,enfer,جحيم,지옥,ад
hello,Hola,bonjou,Hallo,Bonjour,مرحبًا,안녕하세요,привет
help,ayuda,ede,helfen,aide,يساعد,돕다,помощь
helpful,útil,itil,hilfreich,utile,متعاون,도움이 되는,полезный
her,su,li,ihr,son,ها,그녀의,ее
here,aquí,isit la,Hier,ici,هنا,여기,здесь
heritage,herencia,eritaj,Erbe,patrimoine,إرث,유산,наследство
hero,héroe,ewo,Held,héros,بطل,영웅,герой
herself,sí misma,li menm,Sie selber,se,نفسها,그녀 자신,сама
hey,ey,hey,Hey,Hé,يا,여기요,привет
hi,Hola,alo,Hi,Salut,أهلاً,안녕,привет
hide,esconder,kache,verstecken,cacher,يخفي,숨다,скрывать
high,alto,segondè,hoch,haut,عالي,높은,высокий
highlight,destacar,mete aksan sou,Markieren,souligner,تسليط الضوء,가장 밝은 부분,выделять
highly,altamente,trè,höchst,très,للغاية,고도로,высоко
highway,carretera,gran wout,Autobahn,Autoroute,الطريق السريع,고속도로,шоссе
hill,colina,ti mòn,hügel,colline,تلة,언덕,холм
him,a él,li,ihn,lui,له,그를,ему
himself,él mismo,tèt li,sich selbst,lui-même,نفسه,그 자신,сам
hip,cadera,anch,Hüfte,hanche,خاصرة,잘 알고 있기,бедро
hire,contratar,anboche,mieten,embaucher,يؤجر,고용하다,нанимать
his,su,li,sein,son,له,그의,его
historian,historiador,istoryen,Historiker,historien,مؤرخ,역사가,историк
historic,histórico,istorik,historisch,historique,تاريخي,역사적인,исторический
historical,histórico,istorik,historisch,historique,تاريخي,역사적인,исторический
history,historia,istwa,Geschichte,histoire,تاريخ,역사,история
hit,golpear,frape,Schlag,frapper,يضرب,때리다,ударять
hold,sostener,kenbe,halten,prise,يمسك,잡고 있다,держать
hole,agujero,twou,Loch,trou,فتحة,구멍,дыра
holiday,día festivo,jou ferye,Urlaub,vacances,عطلة,휴일,праздничный день
holy,santo,apa pou Bondye,heilig,saint,مقدس,거룩한,святой
home,hogar,lakay ou,heim,maison,بيت,집,дом
homeless,sin hogar,san kay,obdachlos,sans-abri,بلا مأوى,노숙자,бездомный
honest,honesto,onèt,ehrlich,honnête,أمين,솔직한,честный
honey,Miel,siwo myèl,Honig,Miel,عسل,꿀,мед
honor,honor,onè,Ehre,honneur,شرف,명예,честь
hope,esperanza,espwa,Hoffnung,espoir,يأمل,희망,надеяться
horizon,horizonte,orizon,Horizont,horizon,الأفق,수평선,горизонт
horror,horror,laterè,Grusel,horreur,رعب,공포,ужастик
horse,caballo,chwal,Pferd,cheval,حصان,말,лошадь
hospital,hospital,lopital,Krankenhaus,hôpital,مستشفى,병원,больница
host,anfitrión,lame,Gastgeber,hôte,يستضيف,주인,хозяин
hot,caliente,cho,heiß,chaud,حار,더운,горячий
hotel,hotel,otèl,Hotel,hôtel,الفندق,호텔,Гостиница
hour,hora,èdtan,Stunde,heure,ساعة,시간,час
house,casa,kay,Haus,maison,منزل,집,дом
household,familiar,kay la,Haushalt,ménage,أُسرَة,가정,семья
housing,alojamiento,lojman,Gehäuse,logement,الإسكان,주택,Корпус
how,cómo,kijan,Wie,comment,كيف,어떻게,как
however,sin embargo,sepandan,Jedoch,cependant,لكن,하지만,однако
huge,enorme,gwo,riesig,énorme,ضخم,거대한,огромный
human,humano,moun,menschlich,humain,بشر,인간,человек
humor,humor,imè,Humor,humour,مزاح,기분,юмор
hundred,centenar,santèn,hundert,cent,مائة,백,сто
hungry,hambriento,grangou,hungrig,affamé,جوعان,배고픈,голодный
hunter,cazador,chasè,Jäger,chasseur,صياد,사냥꾼,охотник
hunting,caza,lachas,Jagd,chasse,الصيد,수렵,охота
hurt,herir,fè mal,verletzt,blesser,يؤذي,아프다,повредить
husband,marido,mari,Ehemann,mari,زوج,남편,муж
hypothesis,hipótesis,ipotèz,Hypothese,hypothèse,فرضية,가설,гипотеза
I,I,mwen,ICH,je,أنا,나,я
ice,hielo,glas,Eis,glace,جليد,얼음,лед
idea,idea,lide,Idee,idée,فكرة,아이디어,идея
ideal,ideal,ideyal,Ideal,idéal,مثالي,이상적인,идеальный
identification,identificación,idantifikasyon,Identifikation,identification,تعريف,신분증,идентификация
identify,identificar,idantifye,identifizieren,identifier,تعريف,식별하다,идентифицировать
identity,identidad,idantite,Identität,identité,هوية,신원,личность
ie,es decir,sa vle di,dh,c'est à dire,أي,즉,т.е.
if,si,si,Wenn,si,لو,만약에,если
ignore,ignorar,inyore,ignorieren,ignorer,يتجاهل,무시하다,игнорировать
ill,enfermo,malad,krank,je vais,سوف,아픈,больной
illegal,ilegal,ilegal,illegal,illégal,غير قانوني,불법적인,незаконный
illness,enfermedad,maladi,Erkrankung,maladie,مرض,병,болезнь
illustrate,ilustrar,ilistre,veranschaulichen,illustrer,يوضح,설명하다,иллюстрировать
image,imagen,imaj,Bild,image,صورة,영상,изображение
imagination,imaginación,imajinasyon,Vorstellung,imagination,خيال,상상력,воображение
imagine,imaginar,imajine,vorstellen,imaginer,يتصور,상상하다,представлять себе
immediate,inmediato,imedya,sofort,immédiat,مباشر,즉각적인,немедленный
immediately,inmediatamente,imedyatman,sofort,immédiatement,في الحال,즉시,немедленно
immigrant,inmigrante,imigran,Immigrant,immigrant,مهاجر,이민,иммигрант
immigration,inmigración,imigrasyon,Einwanderung,immigration,الهجرة,이민,иммиграция
impact,impacto,enpak,Auswirkungen,impact,تأثير,영향,влияние
implement,implementar,aplike,implementieren,mettre en œuvre,ينفذ,구현하다,осуществлять
implication,implicación,enplikasyon,Implikation,implication,يتضمن,함축,импликация
imply,implicar,implique,implizieren,impliquer,لمح,암시하다,подразумевать
importance,importancia,enpòtans,Bedeutung,importance,أهمية,중요성,важность
important,importante,enpòtan,wichtig,important,مهم,중요한,важный
impose,imponer,enpoze,auferlegen,imposer,فرض,부과하다,навязывать
impossible,imposible,enposib,unmöglich,impossible,مستحيل,불가능한,невозможный
impress,impresionar,enpresyone,beeindrucken,impressionner,إقناع,감탄시키다,произвести впечатление
impression,impresión,enpresyon,Eindruck,impression,انطباع,인상,впечатление
impressive,impresionante,enpresyonan,beeindruckend,impressionnant,بديع,인상적인,впечатляющий
improve,mejorar,amelyore,verbessern,améliorer,يحسن,개선하다,улучшать
improvement,mejora,amelyorasyon,Verbesserung,amélioration,تحسين,개선,улучшение
in,en,nan,In,dans,في,~에,в
incentive,incentivo,ankourajman,Anreiz,incitation,حافز,자극,стимул
incident,incidente,ensidan,Vorfall,incident,حادثة,사건,инцидент
include,incluir,enkli,enthalten,inclure,يشمل,포함하다,включать
including,incluido,ki gen ladan,einschließlich,y compris,مشتمل,포함,включая
income,ingreso,revni,Einkommen,revenu,دخل,소득,доход
incorporate,incorporar,enkòpore,Übernehmen,intégrer,أَدْخَل,포함하다,включать
