frequency,frecuencia,frekans,Frequenz,fréquence,takrar,bindo,chastota
frequent,frecuente,souvan,häufig,fréquent,mutakarir,jaj-eun,chastyy
frequently,frecuentemente,souvan,häufig,fréquemment,mraran,jaju,chasto
fresh,fresco,fre,frisch,frais,tazij,sinseonhan,svezhiy
friend,amigo,zanmi,Freund,ami,sadiq,chingu,drug
friendly,amigable,zanmitay,freundlich,amical,wdi,chinsughan,druzhelyubno
friendship,amistad,amitye,Freundschaft,amitié,sadaqa,ujeong,druzhba
from,de,soti nan,aus,depuis,man,~eseo,ot
front,frente,devan,Vorderseite,devant,amam,apjjog,peredniy
fruit,fruta,fwi,Obst,fruit,fakiha,gwail,frukty
frustration,frustración,fristrasyon,Frustration,frustration,iihbat,jwajeol,razocharovaniye
fuel,combustible,gaz,Kraftstoff,carburant,waqud,yeonlyo,toplivo
full,lleno,plen,voll,complet,mumtalaa',gadeughan,polnyy
fully,completamente,totalman,völlig,pleinement,tamaman,chungbunhi,v polnoy mere
fun,divertido,plezi,Spaß,amusant,hazar,jaemiissneun,vesel'ye
function,función,fonksyon,Funktion,fonction,wazifa,gineung,funktsiya
fund,fondo,fon,Fonds,fonds,tamwil,chugjeog,fond
fundamental,fundamental,fondamantal,grundlegend,fondamental,asasiun,geunbonjeog-in,fundamental'nyy
funding,fondos,finansman,Finanzierung,financement,altamwil,jageum jodal,finansirovaniye
funeral,funeral,fineray,Beerdigung,funérailles,jinaza,janglyesig,pokhorony
funny,divertido,komik,lustig,drôle,mudhik,jaemiissneun,zabavnyy
furniture,muebles,mèb,Möbel,meubles,athath,gagu,mebel'
furthermore,además,anplis,Außerdem,en outre,bial'iidafat 'iilaa,ppunman anila,boleye togo
future,futuro,lavni,Zukunft,avenir,mustaqbal,milae,budushcheye
gain,ganar,genyen,gewinnen,gagner,yaksib,eodda,prirost
galaxy,galaxia,galaksi,Galaxis,galaxie,galaxy,eunha,galaktika
gallery,galería,galri,Galerie,Galerie,salat eurd,gaelleoli,galereya
game,juego,jwèt,Spiel,jeu,lueba,geim,igra
gang,pandilla,gang,Gang,gang,eisaba,gada,banda
gap,brecha,diferans,Lücke,écart,fajwa,gaeb,zazor
garage,cochera,garaj,Garage,garage,karaj,chago,garazh
garden,jardín,jaden,Garten,jardin,hadiqa,jeong-won,sad
garlic,ajo,lay,Knoblauch,ail,thum,maneul,chesnok
gas,gas,gaz,Gas,gaz,ghaz,gaseu,gaz
gate,puerta,pòtay,Tor,grille,bawaaba,mun,vorota
gather,recolectar,rasanble,versammeln,rassembler,yajtamie,mo-euda,sobirat'
gay,homosexuales,masisi,Fröhlich,gay,mithli aljins,gei,gey
gaze,mirada,gade,Blick,regard,tahdiq,siseon,posmotret'
gear,engranaje,Kovèti pou,Gang,engrenage,haya,gieo,mekhanizm
gender,género,sèks,Geschlecht,genre,jins,seongbyeol,pol
gene,gene,jèn,Gen,gène,aljin,yujeonja,gen
general,general,jeneral,allgemein,général,eam,ilbanjeog-in,obshchiy
generally,generalmente,jeneralman,allgemein,en général,emwman,ilbanjeog-eulo,v tselom
generate,generar,jenere,generieren,générer,yulad,saengseonghada,generirovat'
generation,generación,jenerasyon,Generation,génération,jyl,sedae,pokoleniye
genetic,genético,jenetik,genetisch,génétique,alwirathia,yujeonjeog,geneticheskiy
gentleman,hidalgo,mesye,Gentleman,gentilhomme,ainsan muhtaram,sinsa,dzhentl'men
gently,suavemente,dousman,sanft,doucement,bilutf,budeuleobge,nezhno
German,Alemán,Alman,Deutsch,Allemand,almania,dog-il salam,Nemetskiy
gesture,gesto,jès,Geste,geste,iima'a,momjis,zhest
get,conseguir,jwenn,erhalten,obtenir,yahsul,eodda,poluchat'
ghost,fantasma,fantom,Geist,fantôme,shabah,gwisin,prizrak
giant,gigante,jeyan,Riese,géant,eimlaq,geodaehan,gigant
gift,regalo,kado,Geschenk,cadeau,hadia,seonmul,podarok
gifted,dotado,ki gen don,begabtes,doué,mawhub,jaeneung-i issneun,odarennyy
girl,chica,ti fi,Mädchen,fille,bint,sonyeo,devochka
girlfriend,novia,mennaj,Freundin,petite amie,sadiqa,yeoja chingu,Podruga
give,dar,bay,geben,donner,yueti,juda,davat'
given,dado,bay,gegeben,donné,manah,jueojin,dannyy
glad,contento,kontan,froh,content,masrur,gippeun,radostnyy
glance,mirada,ti koutje sou,Blick,coup d'oeil,yalmah,seomgwang,vzglyanut' mel'kom
glass,vaso,vè,Glas,verre,zujaj,yuli,steklo
global,global,mondyal,global,mondial,ealami,geullobeol,Global'nyy
glove,guante,gan,Handschuh,gant,qufaz,jang-gab,perchatka
go,ir,ale,gehen,aller,yadhhab,gada,idti
goal,meta,objektif,Ziel,but,hadaf,mogpyo,tsel'
God,Dios,Bondye,Gott,Dieu,iilh,hananim,Bog
gold,oro,lò,Gold,or,dhahab,geum,zoloto
golden,dorado,an lò,golden,doré,dhahabi,hwang-geum-ui,zolotoy
golf,golf,gòlf,Golf,le golf,julf,golpeu,gol'f
good,bien,bon,Gut,bien,jyid,joh-eun,khoroshiy
government,gobierno,gouvènman an,Regierung,gouvernement,hukuma,jeongbu,pravitel'stvo
governor,gobernador,gouvènè,Gouverneur,gouverneur,muhafiz hakim,jisa,gubernator
grab,agarrar,pwan,greifen,saisir,yumsik,butjabda,skhvatit'
grade,calificación,klas,Grad,grade,daraja,deung-geub,otsenka
gradually,gradualmente,piti piti,schrittweise,progressivement,tdryjyaan,seoseohi,postepenno
graduate,graduado,gradye,Absolvent,diplômé,mutakharij,jol-eobhada,vypusknik
grain,grano,grenn,Getreide,grain,qamh,gogmul,zerno
grand,grandioso,gran,großartig,grandiose,kabir,meosjin,grandioznyy
grandfather,abuelo,granpapa,Großvater,grand-père,jd,hal-abeoji,Ded
grandmother,abuela,grann,Oma,grand-mère,jida,halmeoni,babushka
grant,conceder,sibvansyon,gewähren,accorder,minha,seung-inhada,predostavit'
grass,césped,zèb,Gras,herbe,eushb,jandi,trava
grave,tumba,kavo,Grab,tombe,khatir,mudeom,mogila
gray,gris,gri,grau,gris,ramadi,hoesaeg,seryy
great,excelente,gwo,Großartig,super,eazim,eomcheongnan,bol'shoy
greatest,mayor,pi gran,größte,le plus grand,aezam,gajang keun,velichayshiy
green,verde,vèt,Grün,vert,akhdar,nogsaeg,zelenyy
grocery,tienda de comestibles,makèt,Lebensmittelgeschäft,épicerie,khadrawat,siglyopumjeom,bakaleya
ground,suelo,tè,Boden,sol,ardi,jimyeon,zemlya
group,grupo,gwoup,Gruppe,groupe,majmuea,geulub,gruppa
grow,crecer,grandi,wachsen,grandir,yanmu,jalada,rasti
growing,creciente,ap grandi,wachsend,croissance,tazayud,seongjanghaneun,rastet
growth,crecimiento,kwasans,Wachstum,croissance,numuun,seongjang,rost
guarantee,garantizar,garanti,Garantie,garantie,yadman,bojanghada,garantiya
guard,guardia,gad,bewachen,garde,yahmi,gyeongbiwon,storozhit'
guess,adivinar,devine,erraten,deviner,yakhmin,chucheughada,predpolagat'
guest,invitado,envite,Gast,invité,dayf,sonnim,gost'
guide,guía,gid,Führung,guide,murshid,gaideu,gid
guideline,guía,gid,Richtlinie,ligne directrice,almabda altawjihiu,jichim,oriyentir
guilty,culpable,koupab,schuldig,coupable,mudhnib,joechaeggam-i deuneun,vinovnyy
gun,pistola,zam,Pistole,pistolet,bunduqia,chong,pistolet
guy,chico,nèg,Kerl,gars,rajul,namja,paren'
habit,hábito,abitid,Gewohnheit,habitude,eadatan,seubgwan,privychka
habitat,hábitat,abita,Lebensraum,habitat,mawtin,seosigji,yestestvennaya sreda
hair,cabello,cheve,Haar,cheveux,shaer,meolikalag,volosy
half,medio,mwatye,Hälfte,moitié,nisf,ban,polovina
hall,sala,sal,Saal,salle,qaea,hol,zal
hand,mano,men,Hand,main,yusllim,son,ruka
handful,puñado,ti ponyen,Hand voll,poignée,hifna,jum,gorstka
handle,manejar,manch,handhaben,poignée,muqbid,haendeul,ruchka
hang,colgar,pann,aufhängen,accrocher,yashnaq,geolda,veshat'
happen,suceder,rive,passieren,arriver,yahduth,il-eonada,sluchat'sya
happy,feliz,kontan,Glücklich,heureux,saeid,haengboghada,schastlivyy
hard,duro,difisil,hart,dur,saeb,ttagttaghan,zhestkiy
hardly,difícilmente,diman,kaum,à peine,bialkad,geoui ~ anida,yedva li
hat,sombrero,chapo,Hut,chapeau,qubea,moja,shapka
hate,odiar,rayi,hassen,détester,yakrah,silh-eohada,nenavidet'
have,tener,genyen,haben,avoir,yamlik,gajida,imet'
he,él,li,Er,il,hu,geu,on
head,cabeza,tèt,Kopf,tête,ras,meoli,golova
headline,titular,tit,Überschrift,gros titre,aleunwan,pyoje,Zagolovok
headquarters,sede,katye jeneral,Hauptquartier,quartier général,maqara,bonbu,glavnoye upravleniye
health,salud,sante,Gesundheit,santé,siha,geongang,zdorov'ye
healthy,saludable,an sante,gesund,en bonne santé,sahih,geonganghan,zdorovyy
hear,escuchar,tande,hören,entendre,yasmae,deudda,slyshat'
hearing,audiencia,tande,Hören,audience,samie,deudgi,slushaniye
heart,corazón,kè,Herz,cœur,qalb,ma-eum,serdtse
heat,calor,chalè,Hitze,chaleur,harara,yeol,nagrevat'
heaven,cielo,syèl la,Himmel,paradis,sama',cheongug,nebesa
heavily,fuertemente,lou,schwer,fortement,bishida,mugeobge,tyazhelo
heavy,pesado,lou,schwer,lourd,thaqil,mugeoun,tyazhelyy
heel,tacón,talon pye,Hacke,talon,kaeb,hil,kabluk
height,altura,wotè,Höhe,hauteur,artifae,ki,vysota
helicopter,helicóptero,elikoptè,Hubschrauber,hélicoptère,hilikubtar,hellikobteo,vertolet
hell,infierno,lanfè,Hölle,enfer,jahim,jiog,ad
hello,Hola,bonjou,Hallo,Bonjour,mrhban,annyeonghaseyo,privet
help,ayuda,ede,helfen,aide,yusaeid,dobda,pomoshch'
helpful,útil,itil,hilfreich,utile,mutaeawin,doum-i doeneun,poleznyy
her,su,li,ihr,son,ha,geunyeoui,yeye
here,aquí,isit la,Hier,ici,huna,yeogi,zdes'
heritage,herencia,eritaj,Erbe,patrimoine,iirth,yusan,nasledstvo
hero,héroe,ewo,Held,héros,batal,yeong-ung,geroy
herself,sí misma,li menm,Sie selber,se,nafsuha,geunyeo jasin,sama
hey,ey,hey,Hey,Hé,ya,yeogiyo,privet
hi,Hola,alo,Hi,Salut,ahlaan,annyeong,privet
hide,esconder,kache,verstecken,cacher,yukhfi,sumda,skryvat'
high,alto,segondè,hoch,haut,eali,nop-eun,vysokiy
highlight,destacar,mete aksan sou,Markieren,souligner,taslit aldaw',gajang balg-eun bubun,vydelyat'
highly,altamente,trè,höchst,très,lilghaya,godolo,vysoko
highway,carretera,gran wout,Autobahn,Autoroute,altariq alsarie,gosogdolo,shosse
hill,colina,ti mòn,hügel,colline,tala,eondeog,kholm
him,a él,li,ihn,lui,lah,geuleul,yemu
himself,él mismo,tèt li,sich selbst,lui-même,nafsuh,geu jasin,sam
hip,cadera,anch,Hüfte,hanche,khasira,jal algo issgi,bedro
hire,contratar,anboche,mieten,embaucher,yuajar,goyonghada,nanimat'
his,su,li,sein,son,lah,geuui,yego
historian,historiador,istoryen,Historiker,historien,muarakh,yeogsaga,istorik
historic,histórico,istorik,historisch,historique,tarikhiun,yeogsajeog-in,istoricheskiy
historical,histórico,istorik,historisch,historique,tarikhiun,yeogsajeog-in,istoricheskiy
history,historia,istwa,Geschichte,histoire,tarikh,yeogsa,istoriya
hit,golpear,frape,Schlag,frapper,yudrab,ttaelida,udaryat'
hold,sostener,kenbe,halten,prise,yumsik,jabgo issda,derzhat'
hole,agujero,twou,Loch,trou,fatha,gumeong,dyra
holiday,día festivo,jou ferye,Urlaub,vacances,eutla,hyuil,prazdnichnyy den'
holy,santo,apa pou Bondye,heilig,saint,muqadas,geolughan,svyatoy
home,hogar,lakay ou,heim,maison,bayt,jib,dom
homeless,sin hogar,san kay,obdachlos,sans-abri,bila mawaa,nosugja,bezdomnyy
honest,honesto,onèt,ehrlich,honnête,amin,soljighan,chestnyy
honey,Miel,siwo myèl,Honig,Miel,easal,kkul,med
honor,honor,onè,Ehre,honneur,sharaf,myeong-ye,chest'
hope,esperanza,espwa,Hoffnung,espoir,yamal,huimang,nadeyat'sya
horizon,horizonte,orizon,Horizont,horizon,al'ufuq,supyeongseon,gorizont
horror,horror,laterè,Grusel,horreur,rueb,gongpo,uzhastik
horse,caballo,chwal,Pferd,cheval,hisan,mal,loshad'
hospital,hospital,lopital,Krankenhaus,hôpital,mustashfaa,byeong-won,bol'nitsa
host,anfitrión,lame,Gastgeber,hôte,yastadif,ju-in,khozyain
hot,caliente,cho,heiß,chaud,har,deoun,goryachiy
hotel,hotel,otèl,Hotel,hôtel,alfunduq,hotel,Gostinitsa
hour,hora,èdtan,Stunde,heure,saea,sigan,chas
house,casa,kay,Haus,maison,manzil,jib,dom
household,familiar,kay la,Haushalt,ménage,usra,gajeong,sem'ya
housing,alojamiento,lojman,Gehäuse,logement,al'iiskan,jutaeg,Korpus
how,cómo,kijan,Wie,comment,kayf,eotteohge,kak
however,sin embargo,sepandan,Jedoch,cependant,lakin,hajiman,odnako
huge,enorme,gwo,riesig,énorme,dakhm,geodaehan,ogromnyy
human,humano,moun,menschlich,humain,bashar,ingan,chelovek
humor,humor,imè,Humor,humour,mizah,gibun,yumor
hundred,centenar,santèn,hundert,cent,miaya,baeg,sto
hungry,hambriento,grangou,hungrig,affamé,juean,baegopeun,golodnyy
hunter,cazador,chasè,Jäger,chasseur,sayaad,sanyangkkun,okhotnik
hunting,caza,lachas,Jagd,chasse,alsayd,sulyeob,okhota
hurt,herir,fè mal,verletzt,blesser,yudhi,apeuda,povredit'
husband,marido,mari,Ehemann,mari,zawj,nampyeon,muzh
hypothesis,hipótesis,ipotèz,Hypothese,hypothèse,fardia,gaseol,gipoteza
I,I,mwen,ICH,je,ana,na,ya
ice,hielo,glas,Eis,glace,jalid,eol-eum,led
idea,idea,lide,Idee,idée,fikra,aidieo,ideya
ideal,ideal,ideyal,Ideal,idéal,mithali,isangjeog-in,ideal'nyy
identification,identificación,idantifikasyon,Identifikation,identification,taerif,sinbunjeung,identifikatsiya
identify,identificar,idantifye,identifizieren,identifier,taerif,sigbyeolhada,identifitsirovat'
identity,identidad,idantite,Identität,identité,huia,sin-won,lichnost'
ie,es decir,sa vle di,dh,c'est à dire,ay,jeug,t.ye.
if,si,si,Wenn,si,lw,man-yag-e,yesli
ignore,ignorar,inyore,ignorieren,ignorer,yatajahal,musihada,ignorirovat'
ill,enfermo,malad,krank,je vais,sawf,apeun,bol'noy
illegal,ilegal,ilegal,illegal,illégal,ghayr qanuniin,bulbeobjeog-in,nezakonnyy
illness,enfermedad,maladi,Erkrankung,maladie,mard,byeong,bolezn'
illustrate,ilustrar,ilistre,veranschaulichen,illustrer,yuadih,seolmyeonghada,illyustrirovat'
image,imagen,imaj,Bild,image,sura,yeongsang,izobrazheniye
imagination,imaginación,imajinasyon,Vorstellung,imagination,khayal,sangsanglyeog,voobrazheniye
imagine,imaginar,imajine,vorstellen,imaginer,yatasawar,sangsanghada,predstavlyat' sebe
immediate,inmediato,imedya,sofort,immédiat,mubashir,jeuggagjeog-in,nemedlennyy
immediately,inmediatamente,imedyatman,sofort,immédiatement,fi alhal,jeugsi,nemedlenno
immigrant,inmigrante,imigran,Immigrant,immigrant,muhajir,imin,immigrant
immigration,inmigración,imigrasyon,Einwanderung,immigration,alhijra,imin,immigratsiya
impact,impacto,enpak,Auswirkungen,impact,tathir,yeonghyang,vliyaniye
implement,implementar,aplike,implementieren,mettre en œuvre,yunafadh,guhyeonhada,osushchestvlyat'
implication,implicación,enplikasyon,Implikation,implication,yatadaman,hamchug,implikatsiya
imply,implicar,implique,implizieren,impliquer,lamah,amsihada,podrazumevat'
importance,importancia,enpòtans,Bedeutung,importance,ahamiya,jung-yoseong,vazhnost'
important,importante,enpòtan,wichtig,important,muhimun,jung-yohan,vazhnyy
impose,imponer,enpoze,auferlegen,imposer,furid,bugwahada,navyazyvat'
impossible,imposible,enposib,unmöglich,impossible,mustahil,bulganeunghan,nevozmozhnyy
impress,impresionar,enpresyone,beeindrucken,impressionner,iiqnae,gamtansikida,proizvesti vpechatleniye
impression,impresión,enpresyon,Eindruck,impression,aintibae,insang,vpechatleniye
impressive,impresionante,enpresyonan,beeindruckend,impressionnant,badie,insangjeog-in,vpechatlyayushchiy
improve,mejorar,amelyore,verbessern,améliorer,yahsun,gaeseonhada,uluchshat'
improvement,mejora,amelyorasyon,Verbesserung,amélioration,tahsin,gaeseon,uluchsheniye
in,en,nan,In,dans,fi,~e,v
incentive,incentivo,ankourajman,Anreiz,incitation,hafiz,jageug,stimul
incident,incidente,ensidan,Vorfall,incident,haditha,sageon,intsident
include,incluir,enkli,enthalten,inclure,yashmal,pohamhada,vklyuchat'
including,incluido,ki gen ladan,einschließlich,y compris,mushtamil,poham,vklyuchaya
income,ingreso,revni,Einkommen,revenu,dakhal,sodeug,dokhod
incorporate,incorporar,enkòpore,Übernehmen,intégrer,adkhal,pohamhada,vklyuchat'
increase,aumentar,ogmante,Zunahme,augmenter,yazid,jeung-gahada,uvelichivat'
increased,aumentó,ogmante,erhöht,augmenté,ziada,jeung-ga,povysilsya
increasing,creciente,ogmante,zunehmend,en augmentant,fi azdiad,jeung-ga,uvelicheniye
increasingly,cada vez más,de pli zan pli,zunehmend,de plus en plus,ealaa nahw mutazayid,deoug deo,vse bol'she
incredible,increíble,enkwayab,unglaublich,incroyable,rayie,mid-eul su eobsneun,neveroyatnyy
indeed,en efecto,tout bon,In der Tat,en effet,bialfiel,mullon,deystvitel'no
independence,independencia,endepandans,Unabhängigkeit,indépendance,aistiqlal,doglib,nezavisimost'
independent,independiente,endepandan,unabhängig,indépendant,mustaqilun,doglibjeog-in,nezavisimyy
index,índice,endèks,Index,indice,fihris,saeg-in,indeks
Indian,indio,Endyen,indisch,Indien,hindiun,indo salam,Indiyskiy
indicate,indicar,endike,angeben,indiquer,yushir,natanaeda,ukazyvat'
indication,indicación,endikasyon,Indikation,indication,iishara,pyosi,ukazaniye
individual,individual,moun,Individuell,individuel,fardi,gaein,individual'nyy
industrial,industrial,endistriyèl,industriell,industriel,sinaeiun,san-eob-ui,promyshlennyy
industry,industria,endistri,Industrie,industrie,sinaea,san-eob,promyshlennost'
infant,niño,tibebe,Säugling,nourrisson,radie,yua,mladenets
infection,infección,enfeksyon,Infektion,infection,eadwaa,jeon-yeombyeong,infektsionnoye zabolevaniye
inflation,inflación,enflasyon,Inflation,inflation,tadakhum aqtisadiun,inpeulleisyeon,inflyatsiya
influence,influencia,enfliyans,beeinflussen,influence,tathir,yeonghyang,vliyaniye
inform,informar,enfòme,informieren,informer,yukhbir,allida,postavit' v izvestnost'
information,información,enfòmasyon,Information,information,maeluma,jeongbo,informatsiya
ingredient,ingrediente,engredyan,Zutat,ingrédient,almukawinat,jaelyo,ingrediyent
initial,inicial,inisyal,anfänglich,initial,awli,chogiui,iskhodnyy
initially,inicialmente,okòmansman,anfänglich,initialement,bd'an,cheoeum-eneun,iznachal'no
initiative,iniciativa,inisyativ,Initiative,initiative,mubadara,gyehoeg,initsiativa
injury,lesión,blesi,Verletzung,blessure,iisabatan,busang,rana
inner,interno,enteryè,innere,intérieur,dakhili,an-ui,vnutrenniy
innocent,inocente,inosan,unschuldig,innocent,albari',sungyeolhan,nevinovnyy
inquiry,consulta,ankèt,Anfrage,enquête,sual,mun-ui,rassledovaniye
inside,adentro,anndan,innen,à l'intérieur,dakhil,naebue,vnutri
insight,conocimiento,insight,Einblick,aperçu,busira,tongchallyeog,ponimaniye
insist,insistir,ensiste,pochen,insister,yasir,jujanghada,nastaivat'
inspire,inspirar,enspire,inspirieren,inspirer,yulham,gomuhada,vdokhnovlyat'
install,instalar,enstale,Installieren,installer,thabat,seolchihada,ustanovit'
instance,instancia,egzanp,Beispiel,exemple,mithal,salye,primer
instead,en cambio,pito,stattdessen,plutôt,bdlaan min,daesin-e,vmesto
institution,institución,enstitisyon,Institution,institution,muasasa,gigwan,uchrezhdeniye
institutional,institucional,enstitisyonèl,institutionell,institutionnel,almuasasia,jedojeog,institutsional'nyy
instruction,instrucción,enstriksyon,Anweisung,instruction,taelimat,jichim,instruktsiya
instructor,instructor,enstriktè,Lehrer,instructeur,mudarib,gangsa,instruktor
instrument,instrumento,enstriman,Instrument,instrument,ada,gigu,instrument
insurance,seguro,asirans,Versicherung,assurance,tamin,boheom,strakhovaniye
intellectual,intelectual,entelektyèl,intellektuell,intellectuel,mufakir,jijeog-in,intellektual'nyy
intelligence,inteligencia,entèlijans,Intelligenz,intelligence,dhaka',jineung,intellekt
intend,pretender,gen entansyon,beabsichtigen,avoir l'intention,yanwi,uidohada,namerevat'sya
intense,intenso,entans,intensiv,intense,shadid,geugsimhan,intensivnyy
intensity,intensidad,entansite,Intensität,intensité,shida,gangham,intensivnost'
intention,intención,entansyon,Absicht,intention,ny,uido,namereniye
interaction,interacción,entèraksyon,Interaktion,interaction,tafaeul,sangho jag-yong,vzaimodeystviye
interest,interés,enterè,Interesse,intérêt,ahtimam,gwansim,interes
interested,interesado,enterese,interessiert,intéressé,muhtamun,gwansim issneun,zainteresovannyy
interesting,interesante,enteresan,interessant,intéressant,muthir liliahtimam,heungmiloun,interesnyy
internal,interno,entèn,intern,interne,dakhili,naebu,vnutrenniy
international,internacional,entènasyonal,International,international,dawli,gugjejeog-in,Mezhdunarodnyy
